Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202507,17,055,2,3,Franklin County                                             ,3,3,527396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,057,2,3,Fulton County                                               ,1,1,439000,0,0,0,0,0,0,0,0,0,1,1,439000,0,0,0,0,0,0,0,0,0
202507,17,061,2,3,Greene County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,063,2,3,Grundy County                                               ,3,3,1445000,0,0,0,0,0,0,0,0,0,3,3,1445000,0,0,0,0,0,0,0,0,0
202507,17,067,2,3,Hancock County                                              ,1,1,320650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,069,2,3,Hardin County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,071,2,3,Henderson County                                            ,1,1,228250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,073,2,3,Henry County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,075,2,3,Iroquois County                                             ,1,1,343882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,077,2,3,Jackson County                                              ,1,1,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,079,2,3,Jasper County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,081,2,3,Jefferson County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,083,2,3,Jersey County                                               ,3,3,465737,0,0,0,0,0,0,2,10,2002222,2,2,291023,0,0,0,0,0,0,0,0,0
202507,17,085,2,3,Jo Daviess County                                           ,5,5,2529750,0,0,0,0,0,0,0,0,0,4,4,2300000,0,0,0,0,0,0,0,0,0
202507,17,087,2,3,Johnson County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,089,2,3,Kane County                                                 ,151,151,51624502,0,0,0,0,0,0,5,39,6614052,91,91,30106114,0,0,0,0,0,0,3,29,4997407
202507,17,091,2,3,Kankakee County                                             ,6,6,1513055,1,2,202640,1,3,600000,0,0,0,3,3,700000,0,0,0,0,0,0,0,0,0
202507,17,093,2,3,Kendall County                                              ,48,48,14444446,0,0,0,1,4,694385,2,12,1840240,48,48,14444446,0,0,0,1,4,694385,2,12,1840240
202507,17,095,2,3,Knox County                                                 ,1,1,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,097,2,3,Lake County                                                 ,44,44,22800479,0,0,0,0,0,0,3,47,20658256,17,17,6860137,0,0,0,0,0,0,0,0,0
202507,17,099,2,3,La Salle County                                             ,6,6,1904885,0,0,0,0,0,0,0,0,0,2,2,400000,0,0,0,0,0,0,0,0,0
202507,17,101,2,3,Lawrence County                                             ,8,8,1380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,103,2,3,Lee County                                                  ,1,1,38000,0,0,0,2,8,1510219,0,0,0,1,1,38000,0,0,0,2,8,1510219,0,0,0
202507,17,105,2,3,Livingston County                                           ,6,6,2303464,1,2,300000,0,0,0,0,0,0,2,2,800000,0,0,0,0,0,0,0,0,0
202507,17,107,2,3,Logan County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,109,2,3,McDonough County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,111,2,3,McHenry County                                              ,120,120,35993720,4,8,1225000,0,0,0,1,8,581952,116,116,35199433,2,4,625000,0,0,0,0,0,0
202507,17,113,2,3,McLean County                                               ,43,43,5817972,0,0,0,0,0,0,0,0,0,41,41,5383686,0,0,0,0,0,0,0,0,0
202507,17,115,2,3,Macon County                                                ,3,3,1166043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,117,2,3,Macoupin County                                             ,7,7,1539214,0,0,0,0,0,0,0,0,0,2,2,380000,0,0,0,0,0,0,0,0,0
202507,17,119,2,3,Madison County                                              ,37,37,11217271,4,8,596991,1,4,1505832,0,0,0,28,28,8657549,4,8,596991,0,0,0,0,0,0
202507,17,121,2,3,Marion County                                               ,0,0,0,0,0,0,1,3,277500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,123,2,3,Marshall County                                             ,1,1,353464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,125,2,3,Mason County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,127,2,3,Massac County                                               ,1,1,77143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,129,2,3,Menard County                                               ,3,3,1145000,0,0,0,0,0,0,0,0,0,3,3,1145000,0,0,0,0,0,0,0,0,0
202507,17,131,2,3,Mercer County                                               ,3,3,720514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,133,2,3,Monroe County                                               ,8,8,4254646,0,0,0,0,0,0,0,0,0,8,8,4254646,0,0,0,0,0,0,0,0,0
202507,17,135,2,3,Montgomery County                                           ,1,1,25000,0,0,0,0,0,0,0,0,0,1,1,25000,0,0,0,0,0,0,0,0,0
202507,17,137,2,3,Morgan County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,139,2,3,Moultrie County                                             ,3,3,1010000,0,0,0,0,0,0,0,0,0,3,3,1010000,0,0,0,0,0,0,0,0,0
202507,17,141,2,3,Ogle County                                                 ,4,4,1102900,0,0,0,0,0,0,0,0,0,3,3,975000,0,0,0,0,0,0,0,0,0
202507,17,143,2,3,Peoria County                                               ,6,6,2258284,0,0,0,0,0,0,0,0,0,1,1,437000,0,0,0,0,0,0,0,0,0
202507,17,145,2,3,Perry County                                                ,2,2,330000,0,0,0,0,0,0,0,0,0,2,2,330000,0,0,0,0,0,0,0,0,0
202507,17,147,2,3,Piatt County                                                ,3,3,896189,0,0,0,0,0,0,0,0,0,3,3,896189,0,0,0,0,0,0,0,0,0
202507,17,149,2,3,Pike County                                                 ,2,2,436000,0,0,0,0,0,0,0,0,0,2,2,436000,0,0,0,0,0,0,0,0,0
202507,17,151,2,3,Pope County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,153,2,3,Pulaski County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,155,2,3,Putnam County                                               ,2,2,734277,0,0,0,0,0,0,0,0,0,2,2,734277,0,0,0,0,0,0,0,0,0
202507,17,157,2,3,Randolph County                                             ,1,1,593667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,159,2,3,Richland County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,161,2,3,Rock Island County                                          ,6,6,2546355,1,2,325000,0,0,0,1,7,734013,3,3,1628805,0,0,0,0,0,0,0,0,0
202507,17,163,2,3,St. Clair County                                            ,19,19,7291115,0,0,0,1,3,1027556,2,16,1150000,15,15,6262678,0,0,0,1,3,1027556,1,8,550000
202507,17,165,2,3,Saline County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,167,2,3,Sangamon County                                             ,12,12,4122435,1,2,303462,0,0,0,0,0,0,4,4,1366952,0,0,0,0,0,0,0,0,0
202507,17,169,2,3,Schuyler County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,173,2,3,Shelby County                                               ,2,2,500000,0,0,0,0,0,0,0,0,0,1,1,350000,0,0,0,0,0,0,0,0,0
202507,17,175,2,3,Stark County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,177,2,3,Stephenson County                                           ,1,1,400000,0,0,0,0,0,0,0,0,0,1,1,400000,0,0,0,0,0,0,0,0,0
202507,17,179,2,3,Tazewell County                                             ,6,6,3848143,0,0,0,0,0,0,0,0,0,5,5,3430000,0,0,0,0,0,0,0,0,0
202507,17,181,2,3,Union County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,183,2,3,Vermilion County                                            ,1,1,508528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,185,2,3,Wabash County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,187,2,3,Warren County                                               ,1,1,147378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,189,2,3,Washington County                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,191,2,3,Wayne County                                                ,1,1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,193,2,3,White County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,195,2,3,Whiteside County                                            ,1,1,500000,1,2,317500,0,0,0,0,0,0,1,1,500000,0,0,0,0,0,0,0,0,0
202507,17,197,2,3,Will County                                                 ,190,190,54912033,0,0,0,1,4,890592,2,48,16980000,185,185,53366818,0,0,0,1,4,890592,2,48,16980000
202507,17,199,2,3,Williamson County                                           ,4,4,571278,1,2,142500,2,6,449746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,17,201,2,3,Winnebago County                                            ,14,14,4512110,0,0,0,0,0,0,0,0,0,14,14,4512110,0,0,0,0,0,0,0,0,0
202507,17,203,2,3,Woodford County                                             ,3,3,1412500,0,0,0,0,0,0,0,0,0,2,2,1000000,0,0,0,0,0,0,0,0,0
202507,18,001,2,3,Adams County                                                ,8,8,1845054,0,0,0,0,0,0,0,0,0,3,3,723260,0,0,0,0,0,0,0,0,0
202507,18,003,2,3,Allen County                                                ,93,93,34143898,0,0,0,0,0,0,0,0,0,93,93,34143898,0,0,0,0,0,0,0,0,0
202507,18,005,2,3,Bartholomew County                                          ,19,19,6290004,0,0,0,0,0,0,0,0,0,19,19,6290004,0,0,0,0,0,0,0,0,0
202507,18,007,2,3,Benton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,009,2,3,Blackford County                                            ,1,1,273303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,011,2,3,Boone County                                                ,95,95,40948283,0,0,0,0,0,0,0,0,0,95,95,40948283,0,0,0,0,0,0,0,0,0
202507,18,013,2,3,Brown County                                                ,5,5,1835693,0,0,0,0,0,0,0,0,0,5,5,1835693,0,0,0,0,0,0,0,0,0
202507,18,015,2,3,Carroll County                                              ,2,2,693491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,017,2,3,Cass County                                                 ,3,3,1086455,0,0,0,0,0,0,0,0,0,1,1,375000,0,0,0,0,0,0,0,0,0
202507,18,019,2,3,Clark County                                                ,69,69,21106974,0,0,0,0,0,0,0,0,0,63,63,19576111,0,0,0,0,0,0,0,0,0
202507,18,021,2,3,Clay County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,023,2,3,Clinton County                                              ,4,4,970183,0,0,0,0,0,0,0,0,0,1,1,180000,0,0,0,0,0,0,0,0,0
202507,18,025,2,3,Crawford County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,027,2,3,Daviess County                                              ,3,3,663497,2,4,573786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,029,2,3,Dearborn County                                             ,18,18,8516800,0,0,0,0,0,0,0,0,0,18,18,8516800,0,0,0,0,0,0,0,0,0
202507,18,031,2,3,Decatur County                                              ,10,10,2410614,0,0,0,0,0,0,0,0,0,5,5,1300000,0,0,0,0,0,0,0,0,0
202507,18,033,2,3,DeKalb County                                               ,15,15,8553338,0,0,0,0,0,0,0,0,0,15,15,8553338,0,0,0,0,0,0,0,0,0
202507,18,035,2,3,Delaware County                                             ,10,10,3776451,0,0,0,0,0,0,0,0,0,6,6,1841584,0,0,0,0,0,0,0,0,0
202507,18,037,2,3,Dubois County                                               ,21,21,1700200,0,0,0,0,0,0,0,0,0,19,19,1403400,0,0,0,0,0,0,0,0,0
202507,18,039,2,3,Elkhart County                                              ,27,27,8203588,0,0,0,0,0,0,1,17,4201250,24,24,7301547,0,0,0,0,0,0,0,0,0
202507,18,041,2,3,Fayette County                                              ,1,1,924000,0,0,0,0,0,0,0,0,0,1,1,924000,0,0,0,0,0,0,0,0,0
202507,18,043,2,3,Floyd County                                                ,13,13,3765089,0,0,0,0,0,0,1,18,3000000,9,9,3002603,0,0,0,0,0,0,1,18,3000000
202507,18,045,2,3,Fountain County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,047,2,3,Franklin County                                             ,6,6,1728786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,049,2,3,Fulton County                                               ,3,3,910331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,051,2,3,Gibson County                                               ,10,10,1628964,0,0,0,0,0,0,1,9,1024999,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,053,2,3,Grant County                                                ,6,6,1826785,0,0,0,0,0,0,0,0,0,2,2,490000,0,0,0,0,0,0,0,0,0
202507,18,057,2,3,Hamilton County                                             ,210,210,108113765,11,22,3106292,0,0,0,2,193,19926150,210,210,108113765,11,22,3106292,0,0,0,2,193,19926150
202507,18,059,2,3,Hancock County                                              ,91,91,25217973,0,0,0,0,0,0,0,0,0,91,91,25217973,0,0,0,0,0,0,0,0,0
202507,18,061,2,3,Harrison County                                             ,15,15,4341800,0,0,0,0,0,0,0,0,0,15,15,4341800,0,0,0,0,0,0,0,0,0
202507,18,063,2,3,Hendricks County                                            ,98,98,47333419,0,0,0,0,0,0,0,0,0,98,98,47333419,0,0,0,0,0,0,0,0,0
202507,18,065,2,3,Henry County                                                ,4,4,1253501,0,0,0,0,0,0,0,0,0,1,1,272060,0,0,0,0,0,0,0,0,0
202507,18,067,2,3,Howard County                                               ,9,9,2586814,0,0,0,0,0,0,0,0,0,7,7,1975678,0,0,0,0,0,0,0,0,0
202507,18,069,2,3,Huntington County                                           ,6,6,1620243,0,0,0,0,0,0,0,0,0,2,2,300000,0,0,0,0,0,0,0,0,0
202507,18,071,2,3,Jackson County                                              ,15,15,4762283,0,0,0,0,0,0,0,0,0,10,10,3295693,0,0,0,0,0,0,0,0,0
202507,18,073,2,3,Jasper County                                               ,6,6,2375944,1,2,349292,0,0,0,0,0,0,5,5,2209277,1,2,349292,0,0,0,0,0,0
202507,18,075,2,3,Jay County                                                  ,2,2,425607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,077,2,3,Jefferson County                                            ,7,7,1245444,0,0,0,0,0,0,0,0,0,4,4,567000,0,0,0,0,0,0,0,0,0
202507,18,079,2,3,Jennings County                                             ,9,9,2007000,0,0,0,0,0,0,0,0,0,9,9,2007000,0,0,0,0,0,0,0,0,0
202507,18,081,2,3,Johnson County                                              ,86,86,37924827,0,0,0,0,0,0,10,62,7702800,53,53,25875867,0,0,0,0,0,0,10,62,7702800
202507,18,083,2,3,Knox County                                                 ,2,2,642158,0,0,0,0,0,0,0,0,0,1,1,341703,0,0,0,0,0,0,0,0,0
202507,18,085,2,3,Kosciusko County                                            ,21,21,7118643,1,2,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,087,2,3,LaGrange County                                             ,15,15,2966912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,089,2,3,Lake County                                                 ,98,98,39131870,0,0,0,0,0,0,0,0,0,92,92,36598355,0,0,0,0,0,0,0,0,0
202507,18,091,2,3,LaPorte County                                              ,23,23,9715727,0,0,0,0,0,0,1,10,1266667,12,12,6196000,0,0,0,0,0,0,0,0,0
202507,18,093,2,3,Lawrence County                                             ,1,1,353464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,095,2,3,Madison County                                              ,17,17,4643435,0,0,0,0,0,0,0,0,0,5,5,1540000,0,0,0,0,0,0,0,0,0
202507,18,097,2,3,Marion County                                               ,103,103,37323898,0,0,0,0,0,0,2,15,1366462,103,103,37323898,0,0,0,0,0,0,2,15,1366462
202507,18,099,2,3,Marshall County                                             ,13,13,3906698,0,0,0,0,0,0,0,0,0,10,10,2660604,0,0,0,0,0,0,0,0,0
202507,18,101,2,3,Martin County                                               ,1,1,140000,1,2,333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,103,2,3,Miami County                                                ,5,5,1180060,0,0,0,0,0,0,0,0,0,5,5,1180060,0,0,0,0,0,0,0,0,0
202507,18,105,2,3,Monroe County                                               ,8,8,2409999,3,6,825000,0,0,0,5,40,5164000,8,8,2409999,3,6,825000,0,0,0,5,40,5164000
202507,18,107,2,3,Montgomery County                                           ,9,9,2509421,0,0,0,0,0,0,0,0,0,6,6,1785000,0,0,0,0,0,0,0,0,0
202507,18,109,2,3,Morgan County                                               ,56,56,16934339,0,0,0,0,0,0,0,0,0,56,56,16934339,0,0,0,0,0,0,0,0,0
202507,18,111,2,3,Newton County                                               ,2,2,835000,0,0,0,0,0,0,0,0,0,1,1,585000,0,0,0,0,0,0,0,0,0
202507,18,113,2,3,Noble County                                                ,7,7,1798719,0,0,0,0,0,0,0,0,0,1,1,290000,0,0,0,0,0,0,0,0,0
202507,18,115,2,3,Ohio County                                                 ,1,1,233531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,117,2,3,Orange County                                               ,2,2,369060,0,0,0,0,0,0,1,5,909091,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,119,2,3,Owen County                                                 ,11,11,3744266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,121,2,3,Parke County                                                ,8,8,1260219,0,0,0,0,0,0,0,0,0,7,7,1060000,0,0,0,0,0,0,0,0,0
202507,18,123,2,3,Perry County                                                ,4,4,1094921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,125,2,3,Pike County                                                 ,2,2,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,127,2,3,Porter County                                               ,55,55,17451748,0,0,0,0,0,0,0,0,0,52,52,16894991,0,0,0,0,0,0,0,0,0
202507,18,129,2,3,Posey County                                                ,6,6,2202832,0,0,0,0,0,0,0,0,0,6,6,2202832,0,0,0,0,0,0,0,0,0
202507,18,131,2,3,Pulaski County                                              ,3,3,607811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,133,2,3,Putnam County                                               ,6,6,2202832,0,0,0,0,0,0,0,0,0,6,6,2202832,0,0,0,0,0,0,0,0,0
202507,18,135,2,3,Randolph County                                             ,2,2,328254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,137,2,3,Ripley County                                               ,8,8,2585000,0,0,0,0,0,0,0,0,0,8,8,2585000,0,0,0,0,0,0,0,0,0
202507,18,139,2,3,Rush County                                                 ,1,1,318000,0,0,0,0,0,0,0,0,0,1,1,318000,0,0,0,0,0,0,0,0,0
202507,18,141,2,3,St. Joseph County                                           ,26,26,12137479,1,2,234310,0,0,0,1,23,4521910,5,5,1435000,0,0,0,0,0,0,0,0,0
202507,18,143,2,3,Scott County                                                ,12,12,3528360,0,0,0,0,0,0,0,0,0,7,7,2391921,0,0,0,0,0,0,0,0,0
202507,18,145,2,3,Shelby County                                               ,39,39,9084552,0,0,0,0,0,0,0,0,0,36,36,8278045,0,0,0,0,0,0,0,0,0
202507,18,147,2,3,Spencer County                                              ,7,7,2028736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,149,2,3,Starke County                                               ,7,7,1913000,0,0,0,0,0,0,0,0,0,7,7,1913000,0,0,0,0,0,0,0,0,0
202507,18,151,2,3,Steuben County                                              ,10,10,5637000,0,0,0,0,0,0,0,0,0,10,10,5637000,0,0,0,0,0,0,0,0,0
202507,18,153,2,3,Sullivan County                                             ,5,5,1250000,0,0,0,0,0,0,0,0,0,5,5,1250000,0,0,0,0,0,0,0,0,0
202507,18,155,2,3,Switzerland County                                          ,9,9,524395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,157,2,3,Tippecanoe County                                           ,73,73,26660189,0,0,0,0,0,0,13,401,59551664,71,71,26156569,0,0,0,0,0,0,10,320,50000000
202507,18,159,2,3,Tipton County                                               ,3,3,624736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,161,2,3,Union County                                                ,2,2,525000,0,0,0,0,0,0,0,0,0,2,2,525000,0,0,0,0,0,0,0,0,0
202507,18,163,2,3,Vanderburgh County                                          ,33,33,11029492,3,6,784173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,165,2,3,Vermillion County                                           ,3,3,509000,0,0,0,0,0,0,0,0,0,2,2,269000,0,0,0,0,0,0,0,0,0
202507,18,167,2,3,Vigo County                                                 ,9,9,1187825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,169,2,3,Wabash County                                               ,3,3,1654353,0,0,0,0,0,0,0,0,0,2,2,1333703,0,0,0,0,0,0,0,0,0
202507,18,171,2,3,Warren County                                               ,1,1,367139,0,0,0,0,0,0,0,0,0,1,1,367139,0,0,0,0,0,0,0,0,0
202507,18,173,2,3,Warrick County                                              ,16,16,11588542,6,12,4292886,0,0,0,0,0,0,14,14,10686402,6,12,4292886,0,0,0,0,0,0
202507,18,175,2,3,Washington County                                           ,2,2,800000,0,0,0,0,0,0,0,0,0,2,2,800000,0,0,0,0,0,0,0,0,0
202507,18,177,2,3,Wayne County                                                ,4,4,1039500,0,0,0,0,0,0,3,72,4252509,0,0,0,0,0,0,0,0,0,3,72,4252509
202507,18,179,2,3,Wells County                                                ,5,5,1765409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,181,2,3,White County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,18,183,2,3,Whitley County                                              ,7,7,3301034,0,0,0,0,0,0,0,0,0,7,7,3301034,0,0,0,0,0,0,0,0,0
202507,19,001,2,4,Adair County                                                ,6,6,1923900,1,2,360093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,003,2,4,Adams County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,005,2,4,Allamakee County                                            ,3,3,1434000,0,0,0,0,0,0,1,5,500000,2,2,1177000,0,0,0,0,0,0,0,0,0
202507,19,007,2,4,Appanoose County                                            ,1,1,266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,009,2,4,Audubon County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,011,2,4,Benton County                                               ,2,2,718910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,013,2,4,Black Hawk County                                           ,20,20,5199201,0,0,0,0,0,0,1,5,700000,19,19,4671663,0,0,0,0,0,0,0,0,0
202507,19,015,2,4,Boone County                                                ,9,9,2710291,0,0,0,0,0,0,0,0,0,8,8,2526958,0,0,0,0,0,0,0,0,0
202507,19,017,2,4,Bremer County                                               ,3,3,1260766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,019,2,4,Buchanan County                                             ,2,2,641300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,021,2,4,Buena Vista County                                          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,023,2,4,Butler County                                               ,3,3,979841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,025,2,4,Calhoun County                                              ,2,2,570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,027,2,4,Carroll County                                              ,3,3,1429700,0,0,0,0,0,0,0,0,0,1,1,525000,0,0,0,0,0,0,0,0,0
202507,19,029,2,4,Cass County                                                 ,1,1,430917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,031,2,4,Cedar County                                                ,3,3,927270,1,2,420316,0,0,0,0,0,0,2,2,615000,0,0,0,0,0,0,0,0,0
202507,19,033,2,4,Cerro Gordo County                                          ,10,10,5635000,7,14,4349000,0,0,0,0,0,0,10,10,5635000,7,14,4349000,0,0,0,0,0,0
202507,19,035,2,4,Cherokee County                                             ,1,1,235000,0,0,0,0,0,0,1,5,544643,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,037,2,4,Chickasaw County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,039,2,4,Clarke County                                               ,13,13,1706090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,041,2,4,Clay County                                                 ,0,0,0,0,0,0,1,4,580000,0,0,0,0,0,0,0,0,0,1,4,580000,0,0,0
202507,19,043,2,4,Clayton County                                              ,5,5,1727541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,045,2,4,Clinton County                                              ,4,4,1536600,0,0,0,0,0,0,1,5,833333,3,3,1220000,0,0,0,0,0,0,0,0,0
202507,19,047,2,4,Crawford County                                             ,3,3,1366250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,049,2,4,Dallas County                                               ,61,61,25741644,0,0,0,0,0,0,0,0,0,59,59,25160640,0,0,0,0,0,0,0,0,0
202507,19,051,2,4,Davis County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,053,2,4,Decatur County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,055,2,4,Delaware County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,057,2,4,Des Moines County                                           ,1,1,432974,0,0,0,0,0,0,1,5,699298,0,0,0,0,0,0,0,0,0,0,0,0
202507,19,059,2,4,Dickinson County                                            ,3,3,2224000,1,2,500000,0,0,0,0,0,0,3,3,2224000,1,2,500000,0,0,0,0,0,0
